id,start,end,duration,text_len,text,video_id
0,0.0,6.71999979019165,6.71999979019165,120,"Bão trồng bão, lũ trồng lũ đã gây ra rất nhiều mất mát và đau thương cho người dân ở miền Trung từ tháng 10 cho đến nay.",04lx1Rsj7bU
1,6.71999979019165,9.680000305175781,2.960000514984131,58,Bão lũ đã dồn dập như thế nào? Và dự báo tiếp theo ra sao?,04lx1Rsj7bU
2,9.680000305175781,12.239999771118164,2.559999465942383,54,Chị Hải Yến sẽ có những phân tích cụ thể hơn. Mời chị!,04lx1Rsj7bU
3,12.239999771118164,17.200000762939453,4.960000991821289,91,Vâng anh Dương! Mùa mưa bão ở miền Trung của nơi ta thì bắt đầu dồn dập từ ngày 6 tháng 10.,04lx1Rsj7bU
4,17.200000762939453,21.280000686645508,4.079999923706055,97,Và để có thể thống kê được những cơn bão cũng như là áp thấp nhiệt đối từ đầu mùa mưa bão đến giờ,04lx1Rsj7bU
5,21.280000686645508,24.799999237060547,3.519998550415039,97,thì mời anh Dương và quý vị khán giả chúng ta sẽ cùng phân tích cụ thể qua hình ảnh ngay sau đây.,04lx1Rsj7bU
6,25.040000915527344,27.520000457763672,2.479999542236328,46,"Thưa quý vị, tính đến nay thì đã có 5 cơn bão.",04lx1Rsj7bU
7,27.520000457763672,34.400001525878906,6.880001068115234,80,"Đó là cơn bão số 6, số 7, số 8, số 9, cơn bão số 10 và một cơn áp thấp nhiệt đối",04lx1Rsj7bU
8,34.400001525878906,37.36000061035156,2.9599990844726562,53,ảnh hưởng trực tiếp đến khu vực trung bộ của nước ta.,04lx1Rsj7bU
9,37.36000061035156,42.959999084472656,5.599998474121094,102,Trong đó thì đáng chú ý đó là cơn bão số 9 có tên quốc tế là Molawe là một trong hai cơn bão mạnh nhất,04lx1Rsj7bU
10,42.959999084472656,49.599998474121094,6.6399993896484375,101,"trong 20 năm trở lại đây khi mà cập bờ nước ta với cường độ ghi nhận là cấp 12, 13 và dật tới cấp 15.",04lx1Rsj7bU
11,50.0,52.959999084472656,2.9599990844726562,48,Sau đó là cơn bão số 10 với tên quốc tế là Goni.,04lx1Rsj7bU
12,52.959999084472656,57.040000915527344,4.0800018310546875,61,Đây là cơn bão mạnh nhất hành tinh kể từ đầu năm 2020 đến giờ,04lx1Rsj7bU
13,57.040000915527344,62.880001068115234,5.840000152587891,80,bởi là có thời điểm mà sức tàn phá của bão lên tới cấp 17 và dật là trên cấp 17.,04lx1Rsj7bU
14,62.880001068115234,67.91999816894531,5.039997100830078,91,Dù khi vào biển Đông thì nó đã suy yếu nhưng khi mà đi vào gần bờ biển trung bộ của nước ta,04lx1Rsj7bU
15,67.91999816894531,74.87999725341797,6.959999084472656,115,"chỉ còn là một vùng thấp nhưng nó vẫn gây ra một đợt mưa lũ nặng nề cho khu vực Quảng Nam, Quảng Ngãi và Bình Định.",04lx1Rsj7bU
16,74.87999725341797,78.4000015258789,3.5200042724609375,70,Đến nay thì người dân ở cả 3 tỉnh này vẫn đang phải khắc phục hậu quả.,04lx1Rsj7bU
17,78.72000122070312,82.72000122070312,4.0,73,Còn về cơn bão số 11 thì đến chiều nay đã suy yếu thành áp thấp nhiệt đới,04lx1Rsj7bU
18,82.72000122070312,86.4000015258789,3.6800003051757812,59,và nó sẽ ít có khả năng ảnh hưởng tới đất liền của nước ta.,04lx1Rsj7bU
19,86.4000015258789,90.87999725341797,4.4799957275390625,86,Tuy nhiên hiện nay ở ngoài khơi của Philippines đang nhen nhóm hình thành một cơn bão.,04lx1Rsj7bU
20,90.87999725341797,96.31999969482422,5.44000244140625,95,Khoảng là ngày mai thôi thì cơn bão này sẽ đi vào khu vực Biển Đông và trở thành cơn bão số 12.,04lx1Rsj7bU
21,96.31999969482422,100.63999938964844,4.319999694824219,68,Sau đó thì sẽ lại có thêm một cơn bão hoặc là áp thấp nhiệt đới nữa.,04lx1Rsj7bU
22,100.63999938964844,106.0,5.3600006103515625,103,Nó sẽ vừa gây thời tiết xấu trên khu vực Biển Đông lại vừa khiến cho mưa lũ gối nhau xảy ra ở trung bộ.,04lx1Rsj7bU
23,106.31999969482422,110.80000305175781,4.480003356933594,87,Trung tâm sự báo ký tượng Thủy văn Quốc gia đã phát tin cảnh báo sớm cho đợt mưa lũ mới,04lx1Rsj7bU
24,110.80000305175781,114.95999908447266,4.159996032714844,57,từ ngày 9 đến ngày 12 tháng 11 tức là 4 ngày đầu tuần sau,04lx1Rsj7bU
25,114.95999908447266,118.4800033569336,3.5200042724609375,59,tại các khu vực từ Quảng Bình tới Bình Thuận và Tây Nguyên.,04lx1Rsj7bU
26,118.4800033569336,122.80000305175781,4.319999694824219,88,Cùng với lũ lụt thì người dân ở những khu vực này cần phải hết sức cảnh giác với lũ quét,04lx1Rsj7bU
27,122.80000305175781,127.04000091552734,4.239997863769531,71,và sạt lở đất ở vùng núi cũng như là ngập úng tại những khu vực đô thị.,04lx1Rsj7bU
28,127.04000091552734,131.44000244140625,4.400001525878906,79,Diễn biến mưa lũ còn phức tạp và có thể kéo dài tùy thuộc vào phạm vi ảnh hưởng,04lx1Rsj7bU
29,131.44000244140625,133.1999969482422,1.7599945068359375,34,của áp thấp nhiệt đới hoặc là bão.,04lx1Rsj7bU
30,133.1999969482422,138.47999572753906,5.279998779296875,109,Công tác chỉ đạo ứng phó với bão lũ thì cần có những điều chỉnh như thế nào để phù hợp với tình hình thực tế?,04lx1Rsj7bU
31,138.47999572753906,141.9199981689453,3.44000244140625,81,"Ngay bây giờ xin mời quý vị cùng đến với những nhận định của ông Trần Quang Hoài,",04lx1Rsj7bU
32,141.9199981689453,143.9199981689453,2.0,49,là Tổng cục trưởng Tổng cục Phòng chấm thiên tài.,04lx1Rsj7bU
33,146.39999389648438,151.36000061035156,4.9600067138671875,84,"Để ứng phó với bão thì ngoài những bài học thông nghiệp, những bài học truyền thống,",04lx1Rsj7bU
34,151.36000061035156,158.72000122070312,7.3600006103515625,76,những kỹ thuật mà chúng ta đã xây dựng thì ở đây chúng ta có thể xác định là,04lx1Rsj7bU
35,158.8000030517578,162.39999389648438,3.5999908447265625,38,cái tính chủ động nó sẽ phải cảm nhận.,04lx1Rsj7bU
36,162.39999389648438,166.24000549316406,3.8400115966796875,73,Cái tính chủ động ở đây có nghĩa là chúng ta phải thường xuyên rà soát ra,04lx1Rsj7bU
37,166.24000549316406,174.72000122070312,8.479995727539062,97,các cái tình cảm đó để cho nó phù hợp với cái tình hình diễn biến của người ta trong cái mặt mặt.,04lx1Rsj7bU
38,174.72000122070312,176.72000122070312,2.0,51,Cái thứ hai là chúng ta phải ứng dụng mặt mặt mạng.,04lx1Rsj7bU
39,176.72000122070312,183.75999450683594,7.0399932861328125,109,Bởi vì nếu không ứng dụng mặt mạng thì chúng ta sẽ luôn luôn là ứng phó không thể tìm ra được chính xác được.,04lx1Rsj7bU
40,183.75999450683594,187.9199981689453,4.160003662109375,71,Toàn bộ hệ thống tàu thiền của chúng ta được lắp đặt thiết kỳ định viên,04lx1Rsj7bU
41,188.0800018310547,192.0800018310547,4.0,52,thì đã đưa tích hợp vào trong cái hệ thống theo dõi.,04lx1Rsj7bU
42,193.44000244140625,196.55999755859375,3.1199951171875,67,Vâng vậy thì trước khi bước vào đợt mưa lũ mới vào thứ hai tuần sau,04lx1Rsj7bU
43,196.55999755859375,199.9199981689453,3.3600006103515625,67,thì thời tiết cuối tuần ở miền Trung thì cần phải lưu ý những gì ạ?,04lx1Rsj7bU
44,199.9199981689453,202.8800048828125,2.9600067138671875,62,Vâng tạm thời là cuối tuần này thì mưa tại miền Trung sẽ giảm.,04lx1Rsj7bU
45,202.8800048828125,207.75999450683594,4.8799896240234375,97,Dự báo là đêm nay và sáng mai thì sẽ xuất hiện những cơn mưa rào thoáng qua thôi và sẽ rứt nhanh.,04lx1Rsj7bU
46,207.75999450683594,211.83999633789062,4.0800018310546875,83,"Và đến trưa và chiều mai thì khả năng là mưa sẽ rứt hẳn, trời sẽ có thể chuyển nắng",04lx1Rsj7bU
47,211.83999633789062,217.0399932861328,5.1999969482421875,74,và nhiệt độ tại các thành phố tại đây sẽ tăng nhẹ đến mức là 28 đến 30 độ.,04lx1Rsj7bU
48,217.1999969482422,221.1999969482422,4.0,81,"Thời tiết tạnh giáo, nước ngập ở Quảng Nam, Quảng Ngãi và Bình Định cũng rút dần.",04lx1Rsj7bU
49,221.1999969482422,225.9199981689453,4.720001220703125,89,Và bà con lưu ý là đợi nước rút hẳn thì hãy trở về nhà và trong quá trình dọn dẹp nhà cửa,04lx1Rsj7bU
50,225.9199981689453,229.83999633789062,3.9199981689453125,68,thì cần đề phòng với nguy cơ sẽ ra điện dần cũng như là sạt lửa đất.,04lx1Rsj7bU
51,229.83999633789062,233.67999267578125,3.839996337890625,79,Cuối cùng là phần dự báo thời tiết cho các thành phố trong đêm nay và ngày mai.,04lx1Rsj7bU
52,233.67999267578125,236.24000549316406,2.5600128173828125,50,Thành phố Hội An chỉ đôi lúc có mưa giảm bất chợt.,04lx1Rsj7bU
53,236.24000549316406,241.75999450683594,5.519989013671875,86,"Dự báo là nhiệt độ thấp nhất đêm nay là 22 độ, nhiệt độ cao nhất không vượt quá 28 độ.",04lx1Rsj7bU
54,242.24000549316406,245.44000244140625,3.1999969482421875,43,Thành phố Hồ Chí Minh đêm nay ít mưa 25 độ.,04lx1Rsj7bU
55,245.44000244140625,248.39999389648438,2.959991455078125,40,Sáng đến chiều mai trời nhiều mây 33 độ.,04lx1Rsj7bU
56,248.39999389648438,253.36000061035156,4.9600067138671875,93,Đến chiều tối mai trời chuyển mưa dông vài nơi đề phòng với gió giật và sấm xét kèm theo mưa.,04lx1Rsj7bU
57,253.36000061035156,257.3599853515625,3.9999847412109375,69,Trái lại tại thủ đô Hà Nội đêm nay không mưa cảm giác khá lạnh 20 độ.,04lx1Rsj7bU
58,257.3599853515625,260.9599914550781,3.600006103515625,60,"Sao đến ngày mai trời là nắng hanh, nhiệt độ tăng lên 29 độ.",04lx1Rsj7bU
59,271.760009765625,276.4800109863281,4.720001220703125,69,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,04lx1Rsj7bU
