video_id,segment_id,start,end,duration,text_whisper,text_clean,text_final,review_decision,quality_level
Ox_fpGtXNts,0,0.0,5.360000133514404,5.360000133514404,"Trong khi ông Joe Biden được tuyên bố là giành chiến thắng, ông chủ Nhà Trắng hiện tại,","Trong khi ông Joe Biden được tuyên bố giành chiến thắng, ứng cử viên Donald Trump, chủ Nhà Trắng hiện tại, đã phát đi thông cáo cho rằng cuộc bầu cử còn lâu mới kết thúc và có gian lận trong quá trình bầu cử.","Trong khi ông Joe Biden được tuyên bố là giành chiến thắng, ông chủ Nhà Trắng hiện tại,",REVERT,LOW
Ox_fpGtXNts,1,5.360000133514404,10.359999656677246,4.999999523162842,"ứng cử viên Donald Trump đã phát đi thông cáo nói rằng cuộc bầu cử còn lâu mới kết thúc,",Ứng cử viên Donald Trump đã phát đi thông cáo cho rằng cuộc bầu cử vẫn còn lâu mới kết thúc và có gian lận trong quá trình bầu cử.,"ứng cử viên Donald Trump đã phát đi thông cáo nói rằng cuộc bầu cử còn lâu mới kết thúc,",REVERT,HIGH
Ox_fpGtXNts,2,10.359999656677246,12.359999656677246,2.0,có gian lận trong quá trình bầu cử.,"Có gian lận trong quá trình bầu cử, theo thông cáo của ứng cử viên Donald Trump.",có gian lận trong quá trình bầu cử.,REVERT,HIGH
Ox_fpGtXNts,3,12.359999656677246,16.15999984741211,3.8000001907348633,Ông Trump thông báo đội ngũ vận động tranh cử của ông sẽ bắt đầu khiếu nại,Ông Trump thông báo đội ngũ vận động tranh cử của ông sẽ bắt đầu khiếu nại về kết quả bầu cử Tổng thống Mỹ tại tòa án vào tuần tới.,Ông Trump thông báo đội ngũ vận động tranh cử của ông sẽ bắt đầu khiếu nại,REVERT,HIGH
Ox_fpGtXNts,4,16.15999984741211,19.520000457763672,3.3600006103515625,về kết quả bầu cử Tổng thống Mỹ tại tòa án vào tuần tới.,Đội ngũ vận động tranh cử của ông Donald Trump sẽ bắt đầu khiếu nại về kết quả bầu cử Tổng thống Mỹ tại tòa án vào tuần tới.,về kết quả bầu cử Tổng thống Mỹ tại tòa án vào tuần tới.,REVERT,HIGH
Ox_fpGtXNts,5,21.520000457763672,23.520000457763672,2.0,"Chuyển sang thông tin đáng chú ý ở trong nước,","Chuyển sang thông tin đáng chú ý trong nước, một áp thấp nhiệt đới mới đã đi vào Biển Đông vào chiều nay và dự báo trong 24 giờ tới sẽ di chuyển nhanh với tốc độ 25-30 km/h theo hướng Tây, có khả năng mạnh lên thành bão, với cường độ mạnh cấp 8, giật cấp 10, và đến 13 giờ ngày mai, tầm bão sẽ nằm cách đảo sông Tử Tây 170 km về phía Tây Bắc.","Chuyển sang thông tin đáng chú ý ở trong nước,",REVERT,LOW
Ox_fpGtXNts,6,23.520000457763672,26.799999237060547,3.279998779296875,một áp thấp nhiệt đới mới đã đi vào Biển Đông vào chiều nay.,Một áp thấp nhiệt đới mới đã đi vào Biển Đông vào chiều nay.,Một áp thấp nhiệt đới mới đã đi vào Biển Đông vào chiều nay.,OK,HIGH
Ox_fpGtXNts,7,26.799999237060547,30.799999237060547,4.0,"Dự báo là 24 giờ tới, áp thấp nhiệt đới sẽ di chuyển rất nhanh,","Dự báo trong 24 giờ tới, áp thấp nhiệt đới sẽ di chuyển rất nhanh với tốc độ 25-30 km/h theo hướng Tây và có khả năng mạnh lên thành bão.","Dự báo là 24 giờ tới, áp thấp nhiệt đới sẽ di chuyển rất nhanh,",REVERT,HIGH
Ox_fpGtXNts,8,30.799999237060547,35.79999923706055,5.0,25-30 km một giờ theo hướng Tây và có khả năng mạnh lên thành bão.,"Trong 24 giờ tới, áp thấp nhiệt đới sẽ di chuyển rất nhanh với tốc độ 25-30 km một giờ theo hướng Tây và có khả năng mạnh lên thành bão.",25-30 km một giờ theo hướng Tây và có khả năng mạnh lên thành bão.,REVERT,HIGH
Ox_fpGtXNts,9,35.79999923706055,40.79999923706055,5.0,"Đến 13 giờ ngày mai, tầm bão kết đảo sông Tử Tây 170 km về phía Tây Bắc.","Đến 13 giờ ngày mai, tầm bão sẽ cách đảo sông Tử Tây 170 km về phía Tây Bắc.","Đến 13 giờ ngày mai, tầm bão sẽ cách đảo sông Tử Tây 170 km về phía Tây Bắc.",OK,HIGH
