video_id,segment_id,start,end,duration,text_whisper,text_clean,text_final,review_decision,quality_level
l8u0GYGbhQY,0,0.0,6.880000114440918,6.880000114440918,"Các chuyện lũ lụt cũng đã xảy ra ở phía Tây của Campuchia trong những ngày gần đây, ít nhất 16 người thiệt mạng.","Trong những ngày gần đây, lũ lụt đã xảy ra ở phía Tây Campuchia, khiến ít nhất 16 người thiệt mạng.","Trong những ngày gần đây, lũ lụt đã xảy ra ở phía Tây Campuchia, khiến ít nhất 16 người thiệt mạng.",OK,HIGH
l8u0GYGbhQY,1,6.880000114440918,10.680000305175781,3.8000001907348633,Tình trạng ngập lụt đã gây ảnh hưởng tới 16 tỉnh thành trên khắp cả nước.,Tình trạng ngập lụt đã ảnh hưởng đến 16 tỉnh thành trên cả nước.,Tình trạng ngập lụt đã ảnh hưởng đến 16 tỉnh thành trên cả nước.,OK,HIGH
l8u0GYGbhQY,2,10.680000305175781,15.680000305175781,5.0,"Khoảng 2.000 gia đình đã bị mất nhà cửa do lũ lụt tàn phá, hơn 24.000 ngôi nhà bị ngập nước","Khoảng 2.000 gia đình đã mất nhà cửa do lũ lụt tàn phá, trong khi hơn 24.000 ngôi nhà bị ngập nước.","Khoảng 2.000 gia đình đã mất nhà cửa do lũ lụt tàn phá, trong khi hơn 24.000 ngôi nhà bị ngập nước.",OK,HIGH
l8u0GYGbhQY,3,15.680000305175781,18.399999618530273,2.719999313354492,và gần 80.000 hếtta hoa màu bị nhấn chìm trong nước.,Gần 80.000 hecta hoa màu đã bị nhấn chìm trong nước do lũ lụt ở phía Tây Campuchia.,và gần 80.000 hếtta hoa màu bị nhấn chìm trong nước.,REVERT,LOW
l8u0GYGbhQY,4,18.399999618530273,21.280000686645508,2.8800010681152344,"Chính quyền địa phương đã phối hợp với lực lượng tổng sát và quân đội,",Chính quyền địa phương đã phối hợp với lực lượng tổng sát và quân đội để hỗ trợ khoảng 100.000 người dân di dời đến nơi an toàn.,"Chính quyền địa phương đã phối hợp với lực lượng tổng sát và quân đội,",REVERT,LOW
l8u0GYGbhQY,5,21.280000686645508,24.559999465942383,3.279998779296875,hỗ trợ khoảng 100.000 người dân di rời tới nơi an toàn.,Chính quyền địa phương đã phối hợp với lực lượng tổng sát và quân đội để hỗ trợ khoảng 100.000 người dân di dời đến nơi an toàn.,hỗ trợ khoảng 100.000 người dân di rời tới nơi an toàn.,REVERT,HIGH
l8u0GYGbhQY,6,24.559999465942383,30.15999984741211,5.600000381469727,Bộ lựa vụ Campuchia đã vận chuyển gần gấp 80 tấn gạo hỗ trợ những gia đình bị lụt ở tỉnh Battambang.,Bộ Lương thực Campuchia đã vận chuyển gần 80 tấn gạo hỗ trợ các gia đình bị lũ lụt ở tỉnh Battambang.,Bộ Lương thực Campuchia đã vận chuyển gần 80 tấn gạo hỗ trợ các gia đình bị lũ lụt ở tỉnh Battambang.,OK,HIGH
l8u0GYGbhQY,7,30.15999984741211,34.959999084472656,4.799999237060547,Thủ tướng Hun Sen cũng đã ra lệnh cho chính quyền các địa phương hỗ trợ cho những người dân bị ảnh hưởng do lũ lụt.,Thủ tướng Hun Sen đã chỉ đạo chính quyền các địa phương hỗ trợ những người dân bị ảnh hưởng bởi lũ lụt.,Thủ tướng Hun Sen đã chỉ đạo chính quyền các địa phương hỗ trợ những người dân bị ảnh hưởng bởi lũ lụt.,OK,HIGH
l8u0GYGbhQY,8,37.439998626708984,42.31999969482422,4.880001068115234,"Hiện tượng thời tiết La Nina đã bắt đầu xuất hiện, mưa bão sẽ xảy ra nhiều hơn và nguy hiểm hơn,","Hiện tượng thời tiết La Nina đã bắt đầu xuất hiện, dẫn đến mưa bão sẽ xảy ra nhiều hơn và nguy hiểm hơn, theo thông tin từ Trung tâm Dự báo khí hậu của Mỹ.","Hiện tượng thời tiết La Nina đã bắt đầu xuất hiện, mưa bão sẽ xảy ra nhiều hơn và nguy hiểm hơn,",REVERT,MEDIUM
l8u0GYGbhQY,9,42.31999969482422,44.31999969482422,2.0,thông tin từ Trung tâm Dự báo khí hậu của Mỹ.,"Thông tin từ Trung tâm Dự báo Khí hậu của Mỹ cho biết hiện tượng thời tiết La Nina đã bắt đầu xuất hiện, dẫn đến mưa bão sẽ xảy ra nhiều hơn và nguy hiểm hơn.",thông tin từ Trung tâm Dự báo khí hậu của Mỹ.,REVERT,HIGH
l8u0GYGbhQY,10,44.31999969482422,49.68000030517578,5.3600006103515625,Dự báo trên được đưa ra sau khi Trung tâm phát hiện ra bề mặt nước biển ở phía đông Thái Bình Dương,"Dự báo được đưa ra sau khi Trung tâm Dự báo Khí hậu của Mỹ phát hiện bề mặt nước biển ở phía đông Thái Bình Dương lạnh đi khoảng 0,5 độ so với mức bình thường.",Dự báo trên được đưa ra sau khi Trung tâm phát hiện ra bề mặt nước biển ở phía đông Thái Bình Dương,REVERT,HIGH
l8u0GYGbhQY,11,49.68000030517578,51.68000030517578,2.0,"lạnh đi khoảng 0,5 độ so với thông thường.","Bề mặt nước biển ở phía đông Thái Bình Dương đã lạnh đi khoảng 0,5 độ so với mức thông thường.","lạnh đi khoảng 0,5 độ so với thông thường.",REVERT,LOW
l8u0GYGbhQY,12,52.08000183105469,56.15999984741211,4.079998016357422,"Trong khi dòng nước ấm bị đẩy về phía tây Thái Bình Dương khiến bề mặt biển nóng lên,","Trong khi dòng nước ấm bị đẩy về phía tây Thái Bình Dương khiến bề mặt biển nóng lên, cung cấp lượng hơi nước dồi dào, dễ dàng hình thành các cơn bão.","Trong khi dòng nước ấm bị đẩy về phía tây Thái Bình Dương khiến bề mặt biển nóng lên,",REVERT,HIGH
